Gene symbol	Control1	Control2	Anergic1	Anergic2
Herc4	210.2	326.9	223.7	227.4
Itgb7	11349.4	12669.1	4429.2	4632.3
Kcne1l	24.2	18.0	15.5	12.9
Ptpra	194.2	354.9	193.1	188.0
Prss8	246.3	378.9	157.1	270.1
Surf2	561.3	317.9	380.9	307.7
Gpaa1	966.0	656.7	418.3	447.0
Dph5	309.7	211.6	114.3	214.9
Fam151a	25.2	15.3	14.2	20.3
Gm2889	107.9	1854.9	195.8	1377.2
Myh9	8146.5	5146.9	9340.4	7825.1
Slc22a1	7.5	3.6	5.2	4.8
Wdr55	155.1	158.7	119.9	146.1
	33.1	530.1	46.5	358.5
Tnni3	47.6	14.9	10.6	11.5
Myo10	71.6	86.4	185.0	115.4
Gata3	847.0	462.9	448.5	380.4
2700089E24Rik	90.8	114.8	76.3	101.0
	36.3	90.1	48.6	56.4
Pltp	71.3	32.3	66.6	33.4
Fbln2	43.2	68.6	41.9	95.8
Mtmr9	337.9	420.1	199.5	192.0
Arsa	434.3	468.1	530.7	431.5
Capn1	1077.8	1136.4	1556.5	1612.1
Stx1a	306.3	318.7	147.1	96.5
Mlx	707.3	920.5	687.4	931.2
Ghrh	23.6	225.5	54.2	124.6
Zfp282	165.5	99.0	58.2	84.3
Pias2	541.8	605.5	415.3	704.4
Slc1a4	31.0	63.7	109.8	206.4
AW112010	11865.0	13875.6	11612.0	12510.7
Hspa1b	55.3	131.9	332.7	838.6
	91.9	125.8	98.3	154.6
Ank	376.2	522.0	383.6	316.9
Fam20c	155.7	61.1	42.3	58.9
Pkd2	7.2	12.9	6.4	13.4
Stim1	2079.8	1785.4	2170.3	1749.9
Timeless	390.0	427.9	263.8	396.2
Agfg1	312.4	604.8	620.5	684.1
Ube2t	121.9	187.1	69.7	136.8
Kl	8.2	8.2	2.5	12.0
Ssbp1	725.6	604.2	357.3	328.4
Spata13	2299.3	1177.6	2720.8	1946.0
S100a13	11489.8	9670.3	9700.2	9100.2
S100a13	5555.0	3761.2	3734.1	3947.7
Kcnh2	157.0	229.2	130.9	216.7
Nab2	172.7	170.3	328.8	717.7
Pnkd	334.9	374.7	640.2	647.8
Vti1b	822.0	854.5	985.2	721.6
Cox8c	509.7	1083.5	389.5	894.0
Serpind1	105.8	156.2	92.5	129.9
Slc27a2	21.9	113.8	100.7	184.8
Cstf3	151.1	320.2	175.7	246.3
Akt1	1881.9	1335.7	1510.4	1345.9
Tead3	19.8	33.3	27.3	39.7
Ccl27a /// Ccl27b	121.7	133.5	69.7	135.5
Ccl27a /// Ccl27b	92.6	94.4	39.6	128.1
Ssbp4	705.5	686.7	509.3	522.2
Ssbp4	63.8	62.3	20.1	20.9
Ptpn9	1709.3	1880.3	1094.8	1012.4
Pdk1	1048.6	2067.2	543.4	596.8
Frg1	296.3	275.5	316.9	202.4
Rnf138	1208.9	1204.5	1195.0	988.9
Rock1	849.2	861.5	601.0	879.9
Ifit1	136.6	743.5	13.4	33.1
Kctd9	186.1	526.3	362.8	560.2
Prep	40.9	75.7	61.8	231.7
Atf1	1826.2	1239.1	1286.0	1008.0
Siah1a	559.8	342.8	436.7	350.5
Fhl2	173.9	254.8	2782.0	2769.9
Hspbp1	525.8	397.9	281.5	315.8
Bcl2l11	28.1	108.1	76.4	67.1
Itgb1bp1	660.9	633.8	638.6	820.5
Itgb1bp1	742.4	923.2	1315.8	1199.4
Itgb1bp1	199.0	349.7	155.5	187.9
Phc1	575.8	353.7	262.7	262.5
Aatk	43.9	54.9	38.1	166.0
Ciz1	14.4	40.2	10.9	32.8
Agpat6	40.0	46.3	7.3	10.1
Des	26.2	43.9	15.4	38.5
H2-Ab1	33.7	49.1	21.5	27.9
Oaz2-ps	539.3	474.0	870.3	420.8
Wls	15.2	10.2	10.5	14.2
Azin1	741.3	394.4	617.5	690.3
Srsf3	66.7	75.1	53.5	67.8
Srsf3	1430.8	1369.9	749.1	596.7
Acat2	151.1	254.6	108.2	127.9
Mknk2	3000.9	2072.0	3877.8	3445.1
Tcerg1	412.3	568.2	374.5	469.1
Krt8	164.2	53.6	36.1	106.9
Mybbp1a	41.4	36.6	67.9	48.2
Cct4	2124.4	2882.8	2162.0	2319.3
Gm9786 /// Oaz1	12898.6	12591.2	10846.8	12056.4
Ifnar2	628.2	1048.2	343.3	605.3
Ifnar2	588.4	353.3	543.5	300.1
Arf1	11065.9	10281.8	10428.3	10939.7
Cdk4	845.1	1283.7	700.2	696.3
Ctsc	369.2	370.7	437.8	329.6
Ctsc	52.4	53.7	16.7	72.5
Srsf1	34.6	66.0	13.1	24.3
Sdhaf1	4760.4	1512.7	1275.8	1029.8
Sprr2a1 /// Sprr2a2 /// Sprr2a3	32.1	40.3	44.2	46.3
Sprr2a1 /// Sprr2a2 /// Sprr2a3	142.0	275.6	170.2	290.4
Pttg1	67.9	137.9	58.2	52.4
Pttg1	1626.5	1014.6	1210.3	950.1
Actc1	6.0	3.0	3.0	5.4
Actc1	335.6	422.6	473.4	533.7
Rhob	522.0	294.2	511.1	323.8
Surf1	1039.7	1009.2	1332.2	1033.6
Nudc	18.2	103.7	90.7	75.4
Grb2	985.0	1007.1	1147.0	1216.5
Api5	1481.0	855.7	1309.5	897.3
Tomm20	332.2	326.6	322.6	349.7
Abi1	105.5	34.2	106.0	77.0
Col4a2	213.0	322.7	152.4	259.2
Capn2	1543.1	2060.2	1295.0	1182.3
Krt14	14.9	16.9	21.0	19.1
Pepd	10.5	2.8	23.9	22.6
Try4 /// Try5	68.5	91.0	79.0	87.1
Alad	585.5	392.2	864.7	735.6
Hsd17b10	2005.1	1811.7	4192.4	4353.9
Vim	88.8	142.4	26.3	113.3
Cd99	3010.1	2165.7	4869.9	4323.7
Ptprc	3579.8	5174.7	4812.8	5507.5
Gm16519 /// LOC630855 /// Rpl12	339.3	294.9	223.1	358.3
Rfk	1093.0	673.8	853.7	694.5
S100a3	222.2	212.1	745.1	964.0
S100a3	3.4	17.7	229.8	305.5
Prpf6	1368.4	1381.3	1009.0	1222.5
Cd74	1775.0	1990.1	1982.7	2927.6
Ctsa	1492.6	1239.3	1627.0	1397.0
Rdx	1165.3	1566.0	1304.3	1441.2
A430005L14Rik	851.4	669.2	541.2	512.4
Amy1	8.4	26.9	4.6	6.5
Ndn	21.3	12.4	7.8	15.8
Pdia3	1567.0	1070.1	2649.0	920.4
Ssr2	786.4	674.5	920.9	859.6
Hmox2	376.0	313.9	301.0	286.9
Tnnc1	6.7	11.1	13.6	20.0
Plrg1	1260.5	1044.4	677.3	830.8
Pcna	2615.0	3074.4	1840.0	1901.9
Mrpl24	1246.9	1082.1	1210.9	800.5
Mkrn1	239.3	98.5	199.1	235.2
Mkrn1	5220.3	3568.9	3789.5	3808.4
Mkrn1	1481.0	1584.1	1487.9	1466.9
Myh6	12.2	16.7	12.3	8.3
Eif4ebp2	2263.0	2119.9	2469.5	2575.3
Lrp1	413.7	602.6	214.5	168.1
Ddost	585.8	395.2	498.0	530.6
Agr2	10.2	53.6	3.3	5.6
Agr2	56.6	188.6	93.7	148.0
Slc4a1	152.1	184.2	99.2	216.3
Bsg	3419.8	3173.3	3716.4	2607.1
Nxf1	847.5	853.7	1265.1	681.3
Col5a1	150.9	270.7	385.7	706.3
Ctbp1	3513.7	3270.2	3274.4	3065.8
Me1	905.2	1846.3	631.7	912.9
Lsm2	303.6	115.5	318.4	197.6
Dpm3	2387.3	1987.9	1787.5	1340.1
Mrps24	1253.1	854.9	879.1	775.4
Cnbp	8408.3	4836.5	5482.0	3438.6
Cnbp	28.9	22.1	28.2	54.7
Cnbp	7774.2	3285.9	4477.7	3461.8
Pdlim3	55.4	97.1	55.3	40.3
Fbn1	102.3	34.8	49.2	56.0
Sumo1	4202.9	3879.8	5164.1	4910.2
Col4a1	72.6	114.6	84.0	63.9
Higd1a	539.1	549.1	406.4	270.5
Mfap2	52.7	121.4	92.5	141.3
Hax1	403.8	721.9	556.1	745.5
Mrpl21	619.0	437.5	354.2	231.4
Nsg1	4.9	3.5	3.0	3.2
Ppp2cb	2747.4	1767.2	2245.7	2527.9
Igbp1	1757.0	1945.4	1136.4	1306.0
Cyp4a14	24.0	38.2	29.7	62.6
Dscr3	253.0	641.0	542.9	884.8
Banf1	2890.7	2179.6	2332.3	1698.9
G3bp2	926.2	911.2	666.8	730.1
Calu	849.2	701.6	1052.9	1036.2
Nasp	67.6	112.7	77.1	67.1
Dag1	288.0	489.2	336.3	602.9
Col6a3	75.0	82.7	26.2	62.1
Rhoa	167.5	273.8	213.6	348.6
Rhoa	2225.1	1723.2	2682.5	1710.9
Rhoa	2536.4	2211.9	1602.4	1130.6
Srprb	27.1	116.8	70.8	49.6
Ltf	21.9	34.2	39.8	30.8
	19.7	16.5	4.1	6.5
AA511261	9.0	9.6	7.0	19.5
	33.7	112.8	41.4	56.8
	127.0	97.6	45.0	139.6
	32.3	34.4	16.6	34.1
	10.5	16.4	9.1	60.5
Epha6	66.5	95.6	68.2	144.6
Itm2b	9279.5	11249.8	7984.4	7956.5
	13.8	85.7	10.9	97.5
Hyou1	6.8	2.2	1.7	2.0
	6.0	23.9	32.2	32.3
Vsx2	29.2	72.8	44.0	83.2
Cacna1s	73.7	157.7	132.9	139.1
LOC100503670 /// Rpl5	13589.6	18947.3	11034.8	12073.2
Col1a2	25.7	10.9	11.2	21.9
Chrna7	147.6	289.2	129.9	190.9
Scn7a	10.3	47.9	35.4	28.5
Lcn3	14.6	20.6	17.9	24.2
Gcap8	16.5	9.0	11.8	13.6
Calcr	5.3	5.1	12.8	7.4
Tnfsf8	86.2	19.3	217.6	64.1
Rps3	17264.4	20096.0	12510.4	14215.1
Gabrb2	30.9	132.7	60.2	121.9
Prol1	6.5	92.8	8.6	35.4
Htr1a	73.1	64.4	56.1	46.8
	48.8	101.7	23.8	75.8
Fzd6	4.9	18.7	10.1	20.5
Fzd7	117.9	158.1	138.7	309.6
Il18r1	1347.3	2043.0	1699.1	1640.8
Cep250	329.4	358.4	287.4	208.6
Gsx1	165.3	233.7	114.5	187.7
Gcet2	87.1	44.2	22.2	47.9
Prkci	40.8	104.6	54.1	118.3
Shc3	61.0	185.0	82.3	143.4
Etv2	34.9	144.0	75.5	68.2
Rcvrn	14.7	22.5	10.6	21.1
Htr5a	324.8	380.0	183.9	255.2
Ofa	8.9	28.7	2.2	1.9
AA517023	8.2	27.0	2.7	2.1
Hsf2	21.5	69.7	163.6	99.7
Npn2	14.7	11.0	6.6	9.2
Igh-5	252.4	321.3	179.3	329.1
Zfp2	8.0	49.0	9.7	13.3
Mitf	23.7	101.7	38.7	121.4
Cxcl2	53.1	65.1	33.2	58.2
Mc1r	77.9	101.7	55.6	84.8
Myf5	34.4	41.2	13.2	38.5
Rag2	20.0	30.9	19.3	24.9
Tnfsf4	75.1	46.0	136.4	52.9
	1057.0	1057.0	667.3	1070.2
Zscan2	16.0	21.5	58.4	109.1
	21.3	31.9	16.4	67.3
	65.0	119.2	34.4	105.7
Prph2	10.9	23.4	21.0	24.6
Htr1f	8.1	69.8	11.2	17.7
Dvl3	22.1	192.6	27.4	90.5
Zfp92	25.3	70.0	36.3	44.1
Pctp	100.3	75.1	56.9	57.3
Ocm	111.7	148.2	89.8	182.1
Map3k2	4.4	16.3	4.9	7.4
Lcn4	180.5	141.4	14.3	45.7
Acvr1b	75.4	73.7	138.5	66.2
Sema3c	9.3	11.3	8.6	8.3
	1680.6	4609.5	2530.0	3115.3
Atm	352.0	491.7	629.6	541.2
Cnga2	23.4	30.5	24.6	60.3
Gli3	67.8	114.8	84.2	166.1
Syt2	115.2	76.7	110.1	77.4
Hsd17b3	11.1	39.7	38.6	34.0
Foxl1	343.9	439.5	271.7	393.1
Ppnr	29.8	23.1	22.7	39.9
Serpina5	33.7	33.0	21.6	27.5
Kcnj3	13.3	23.9	7.5	41.9
Hrk	96.0	31.2	33.6	13.0
Mtnr1a	10.5	64.3	30.9	22.7
Doc2b	92.0	24.2	51.7	76.4
Lhx5	34.4	17.1	8.9	40.6
Zik1	15.0	38.3	19.1	13.3
Stra8	9.8	19.9	13.0	30.9
Myl10	25.7	14.9	15.5	38.1
Pcsk6	41.4	45.4	28.6	122.2
Glrp1	6.8	13.4	6.7	10.0
Cplx1	94.3	130.2	68.8	124.3
Cmklr1	84.1	22.6	14.7	54.5
Cyp19a1	15.9	21.5	16.3	13.1
	3.1	2.5	2.8	2.6
	7.1	24.0	4.1	18.4
Srrm2	34.7	6.8	4.4	6.9
	14.8	17.5	16.4	20.6
	2.0	22.1	2.1	5.5
	6.4	4.3	39.5	63.7
Ppia	18748.3	21865.6	14655.3	16565.5
Slc7a1	10.3	11.9	11.8	10.0
Fcer1a	24.8	14.9	6.0	10.9
Zfp651	261.7	313.6	190.6	276.9
D7Bwg0826e	9.7	6.1	39.1	8.7
Rps7	14379.1	23197.3	13224.3	14583.2
Rplp0	21263.9	31501.2	15670.6	19272.9
Gapdh	10709.8	15094.3	10231.9	8713.8
Gabra2	17.4	17.9	31.1	59.0
	39.6	39.9	56.2	28.2
Fam46a	128.1	166.5	85.5	183.7
D7Ertd1e	46.5	40.8	27.5	37.7
	100.0	79.7	42.7	240.6
C76628	19.9	54.2	19.6	79.9
Rab3il1	47.1	88.0	65.9	115.9
Ttc39b	180.2	259.7	316.5	445.7
	5.3	30.3	14.9	9.7
D8Ertd107e	8.6	21.2	32.2	71.3
D5Ertd102e	234.0	221.1	186.1	203.1
	177.6	346.0	160.3	248.9
	56.5	121.8	37.0	66.5
Bub3	19.7	29.7	15.5	42.8
C78228	156.6	294.0	87.0	252.2
Eif4enif1	90.9	55.6	36.7	84.5
	62.8	114.5	35.3	60.2
C78532	7.2	27.1	13.5	8.0
	44.9	102.3	45.8	103.0
C78704	12.9	36.2	47.7	12.5
	91.9	123.0	75.8	112.5
Ran	7908.2	7545.8	6920.4	7089.0
Ubb	23387.6	28083.3	18625.4	21830.5
Igh-VX24	5.0	36.4	11.0	7.0
D17H6S56E-3	68.4	88.9	81.4	78.6
Artn	61.1	256.7	48.8	77.5
Tcrb-V8.2	73.6	127.1	15.1	43.6
Olfr2	80.4	93.6	20.3	131.3
Olfr49	74.2	168.4	69.3	92.0
Gpr44	441.4	534.4	424.2	497.5
Gja8	30.6	44.5	25.2	216.6
Cyp2d10	6.4	12.9	7.4	11.1
	30.1	25.0	20.9	25.6
Klk1b22	19.3	88.0	72.1	118.4
Gnrh1	146.1	350.9	124.8	308.1
	113.1	156.1	116.0	141.5
	701.8	722.2	493.3	743.1
G6pd2	83.2	114.2	61.9	86.3
G6pd2 /// G6pdx	657.7	736.4	617.2	608.3
Clns1a	303.6	317.1	220.3	249.6
Gm14743 /// Obp1b	1.7	9.2	2.8	3.5
Ptprc	23.3	8.9	3.2	4.5
Ptprc	2507.7	4024.6	3677.7	5708.3
H2-M1	22.5	126.5	20.3	83.0
H2-M2	174.5	223.3	159.4	193.4
	316.1	323.7	136.2	255.3
Kcnd1	16.4	41.9	24.6	55.1
Olfr15	60.9	177.9	38.8	149.0
Pou3f3	10.9	55.5	91.6	61.6
	13.1	17.2	6.5	18.5
Cyp4a12b	83.0	330.3	131.2	313.1
Kcnb1	53.1	142.6	100.1	40.6
Sstr3	39.4	42.7	34.1	36.3
Tal2	13.3	16.5	17.8	46.2
Tcrb-J	32.5	83.6	19.5	85.5
Grin2b	24.0	32.5	24.7	26.4
	78.1	145.7	90.3	126.1
	19.6	76.3	19.6	39.8
Tuba-rs1	46.5	36.1	19.7	21.9
Wnt7a	20.9	26.9	8.7	17.3
Ifnab	123.9	232.5	57.5	286.0
Sstr1	7.0	16.7	7.5	12.7
Adck1	52.6	55.3	116.2	133.2
Gm16710 /// LOC382693	11.5	135.3	115.2	104.6
Gm16710 /// LOC382693	33.1	15.6	4.3	16.6
	44.1	121.6	40.6	29.2
Fbrs	295.3	116.6	237.3	258.0
LOC100046275	40.0	31.4	70.6	46.8
Lcp1	267.6	348.7	574.8	867.6
Pla2g5	38.2	19.1	4.8	23.9
Igk-V32	13.1	10.0	5.5	8.8
Igk-V32	24.6	20.5	7.4	93.1
	5.0	111.2	2.6	45.8
Igk	68.7	51.7	27.2	74.9
Galnt4	123.7	19.2	88.4	143.3
Nkx2-3	28.5	76.3	44.3	88.1
Cdk5r2	89.8	73.7	94.4	70.5
	31.1	97.8	103.0	49.4
Moxd2	8.6	8.9	7.9	11.8
Try10	292.6	439.4	202.8	318.4
Gm5771 /// Prss1 /// Try4 /// Try5	99.7	44.3	47.3	42.4
	9.7	22.1	12.1	28.1
H2-M9	215.4	240.9	146.9	240.4
Notch2	160.9	210.7	73.1	227.5
Sh2d1b1	125.1	129.4	94.2	129.8
Cckbr	877.6	937.2	735.3	991.0
Egfl8	21.7	21.3	18.2	33.3
Igh-6	60.5	21.1	35.4	19.5
Gm5571	111.5	156.2	85.2	68.8
Gm4964	57.5	19.4	56.7	85.0
	38.0	19.7	1.5	9.3
Plk1	301.3	312.1	212.1	294.2
Vmn2r61	31.2	11.3	6.4	21.8
Vmn2r-ps57 /// Vmn2r59 /// Vmn2r60 /// Vmn2r61	171.5	264.6	70.5	200.8
Vmn2r60	2.4	7.1	2.3	3.1
Slc18a3	12.8	11.2	13.1	9.8
Ascl2	113.4	199.9	78.8	48.8
Tk2	433.8	436.3	379.2	394.1
Ap2a1	165.6	231.1	209.6	207.2
Plcb3	16.7	23.3	11.1	21.2
Lamb2	6.7	49.4	8.3	41.0
Mapk9	166.5	223.1	145.7	224.5
Adora2a	1058.6	964.6	1989.6	1092.0
Adora2a	136.9	175.9	504.7	208.7
Nvl	86.4	222.2	84.3	113.4
Dctn1	1496.3	1130.5	1359.1	1153.6
Rhox5	17.1	20.0	61.3	23.1
Zfp213	86.2	57.8	51.6	53.2
Kpna1	282.5	410.1	389.7	280.9
Cpsf4	1577.8	993.8	1111.3	781.4
Trip13	142.4	78.7	60.6	37.2
Krtap6-1	20.3	25.2	20.9	117.6
Gm10228	19.8	31.8	18.1	40.1
Gm10229	156.7	185.1	107.2	194.6
Anapc1	98.5	127.9	92.3	144.1
Nudt14	272.7	324.3	250.1	302.9
Rabep1	126.3	191.8	159.6	207.3
Pbx2	176.0	187.7	92.9	102.1
Tnnt1	113.6	146.2	125.3	152.1
Degs2	204.4	58.4	56.2	124.4
Mbd3	1293.5	1069.5	639.3	932.5
1810030J14Rik	13.4	57.8	14.9	16.7
Acy1	201.1	286.0	294.7	389.6
Pgk2	14.4	5.5	29.8	19.5
Scarb2	834.1	669.1	709.4	651.9
Muc3	14.1	17.8	6.3	19.2
Chmp7	182.2	202.0	288.8	253.8
Anxa3	34.6	8.6	3.6	7.4
Sgcg	35.7	65.8	12.8	42.6
Purb	159.1	229.4	202.9	332.5
Hnf1b	6.0	6.7	5.6	5.8
Slc2a8	447.7	664.2	559.1	746.5
Stxbp2	1409.2	1273.2	1235.5	1210.9
Hspg2	87.9	113.0	211.2	103.4
Bet1	169.1	232.6	142.5	176.1
Med24	1258.1	1047.2	895.3	853.2
Ccl25	16.7	39.5	15.5	75.4
Ccdc115	229.7	251.4	156.3	125.1
Smarcd1	663.2	765.5	599.6	775.3
Sult2b1	95.9	111.7	64.6	126.5
Fxn	289.3	128.5	35.6	74.0
Gamt	62.2	68.0	97.0	105.7
Lgtn	451.0	418.2	580.3	386.9
Cldn4	136.5	136.7	106.6	110.5
Sh3gl3	16.4	42.5	11.5	13.8
Ubr5	51.1	89.7	31.8	77.7
Lmnb2	168.8	402.9	132.5	244.7
Bat4	144.7	237.7	142.0	142.3
Bat4	1275.6	803.4	852.0	733.7
Dmrtb1	71.1	105.3	60.1	134.2
Tubb4	406.2	608.5	413.2	637.1
Slc32a1	28.3	9.0	5.5	8.7
Rnf5	872.5	985.2	1337.9	1078.4
Fnbp4	980.0	825.9	563.0	563.0
Ddx46	388.4	386.8	302.3	401.8
Nmi	218.7	497.5	124.1	156.2
Gss	229.7	451.1	480.0	331.6
Cerk	4.1	4.7	3.1	5.8
Ace	28.7	16.9	33.8	56.3
Ddit3	240.1	286.2	343.5	253.0
Sox4	135.5	114.9	66.0	102.6
Rdh5	56.2	64.4	51.5	49.4
Trp53i13	895.6	460.1	216.3	323.2
Mr1	47.2	173.6	38.0	98.6
Akap2 /// Palm2	31.6	31.5	54.2	93.0
Cxcl9	21.3	15.4	11.0	8.3
Slk	225.2	369.5	365.6	533.4
Arl6	481.0	321.5	675.2	759.5
Macrod2	82.6	159.7	69.3	167.4
Itpr2	1056.4	758.6	930.6	750.5
Itpr2	197.8	241.9	227.4	217.8
Plekhh1	50.0	53.4	14.8	78.5
Thumpd3	1137.7	1184.0	1083.2	1490.3
Dnmt1	1026.4	1284.0	747.2	963.0
Tpd52l1	49.4	79.1	32.6	41.7
Apc	113.5	218.6	184.4	335.5
Hgs	2385.3	2640.3	2292.8	2427.6
Trim41	298.5	216.5	379.8	367.0
Csf1	5387.9	4538.5	5383.4	4328.1
Peg3	57.4	84.0	9.8	120.8
Mia1	92.1	107.7	75.2	45.8
Umps	25.2	20.6	11.9	18.3
Zfp106	603.7	726.9	516.7	840.3
Jak2	914.8	714.6	1525.8	1366.0
Wee1	226.7	37.9	160.0	155.1
Chd1	537.9	1170.0	1018.3	1224.5
Pja1	145.0	93.3	129.6	64.3
Pja1	23.4	17.9	0.3	12.6
Apoc4	22.0	22.7	36.2	41.0
Timp1	154.6	416.0	403.8	476.5
Stat1	392.4	1778.2	489.9	900.5
Pigf	340.0	406.8	378.2	399.5
S100b	33.3	68.9	61.3	54.0
Cfp	76.4	56.7	51.0	47.5
Nedd9	786.0	771.4	834.2	1108.3
Wdr78	179.4	544.7	212.1	283.0
Pklr	36.8	32.4	14.6	21.7
Pklr	111.6	72.5	36.8	69.8
Nnmt	44.5	62.2	28.0	48.7
Mbl1	50.2	15.2	33.8	12.3
Bmi1	1502.9	767.9	3271.3	1977.1
Pabpn1	2241.7	1441.1	1830.2	1384.0
Dnalc4	425.6	498.2	316.8	344.1
Rnf34	259.0	417.8	364.7	510.1
Ppp1cc	2294.0	2674.3	2329.5	2271.1
Ccndbp1	2468.2	2518.1	2756.6	3562.7
Nbr1	909.5	1102.1	1037.8	1363.7
Eif4a3	3351.2	1569.8	2445.7	1571.6
Psmb10	2153.5	1879.5	2368.1	1835.3
Ly6e	16601.1	21490.1	12077.6	14069.2
Ly6e	35.8	94.4	61.2	71.1
Amd1 /// Amd2	983.7	1317.4	489.2	827.3
Isca1	1233.1	574.5	1192.0	784.1
Pin1	183.7	152.1	346.9	251.7
Afp	47.7	58.7	34.9	26.0
Afp	59.6	86.9	22.0	147.1
Cd81	300.3	370.0	963.3	774.8
Impa1	376.8	540.5	457.9	401.9
Ilk	569.3	985.3	557.6	707.7
Epb4.1l2	28.8	19.3	4.0	14.3
Impact	112.6	153.2	210.9	68.5
Tgif1	1358.6	716.9	947.9	494.9
Dpysl3	14.3	25.4	9.4	16.5
Tbc1d20	994.4	619.0	1028.5	903.9
Snrpa1	782.2	910.6	546.3	412.2
Scnm1	179.5	107.8	137.4	76.2
Khdrbs1	225.3	223.5	247.8	117.3
Vbp1	3256.3	2971.9	3352.2	3368.3
Psme1	3091.4	3190.1	2221.0	2398.1
Ssr4	52.9	20.6	54.1	51.2
Pfdn5	159.3	176.2	94.5	196.4
Trappc3	958.7	885.6	1115.5	899.2
Acox1	309.4	462.7	487.7	607.1
Cd59a	122.1	118.8	93.9	102.2
Tex261	1576.3	1066.1	1588.6	1102.4
Ift20	438.1	425.5	327.6	386.6
Srp14	5861.5	4775.4	7601.9	6435.3
Spata6	817.6	972.5	1189.3	1182.7
Birc5	120.9	173.6	47.1	213.1
Tm4sf1	45.4	78.6	23.6	75.5
Gm11847 /// Gm6793 /// Hnrnpa3	5059.3	4689.1	3669.1	3416.0
Hnrnpa3	106.4	202.6	73.2	103.5
Ndufb10	2205.6	1824.9	1795.8	1334.7
Msx1	84.9	245.9	171.4	86.1
Tcea1	593.9	810.6	1001.0	880.8
Tcea1	635.1	434.5	715.9	636.2
Tcea1	593.8	409.3	678.2	741.6
Eftud2	1180.6	901.2	883.7	812.1
Aldob	72.1	171.1	85.8	113.6
Aldob	53.0	26.5	44.1	46.0
Tnp2	98.4	69.8	39.2	52.6
Ncor1	2992.4	2250.1	1842.3	1729.2
Ces1c	68.8	15.3	11.3	23.1
Ces1d	12.8	18.3	12.7	12.0
Ces1d	3.4	6.9	4.0	5.8
Tdg	1112.5	920.5	971.6	976.1
	89.4	73.4	90.9	115.4
Ddx3x	2160.2	2164.6	1922.2	1468.9
Tuba1c	8439.3	5780.2	8186.8	8218.5
Neu1	151.7	391.8	111.8	269.6
Synj2bp	88.5	120.3	106.5	108.4
Tes	34.0	32.3	27.5	3.1
Tes	679.5	744.1	911.4	1025.6
Slc34a1	71.8	107.2	36.6	94.5
Fga	40.5	44.3	14.3	23.0
Nfkbia	6345.1	5088.2	8569.7	7671.0
Rac1	9380.8	10761.7	9789.4	9126.4
Bckdk	1116.2	1076.4	933.0	1005.3
Psmb5	2221.8	1650.7	2380.7	1718.3
Emb	5559.8	6226.3	4266.5	4691.6
Mt2	8096.3	3726.1	3648.6	2394.2
Hspa14	252.6	431.5	332.9	510.2
Cnot7	247.8	447.7	243.8	361.0
Serpina1c	75.2	213.0	32.5	228.7
LOC100048884 /// LOC100048885 /// Mup1 /// Mup10 /// Mup11 /// Mup12 /// Mup13 /// Mup15 /// Mup17 /// Mup19 /// Mup2 /// Mup7 /// Mup8 /// Mup9	18.8	48.8	12.8	45.2
Prosc	134.3	181.7	162.6	140.9
Prosc	522.9	339.4	427.4	443.2
Krt71	138.3	272.4	116.9	117.6
Igfbp4	25.8	26.5	14.3	44.8
Igfbp4	32.1	50.6	23.0	46.9
Serpina1a	37.7	26.0	16.9	17.9
Rpl27a	14899.3	21593.9	12479.9	14472.5
Serpina1e	70.8	118.0	18.1	143.2
Serpina1a /// Serpina1b /// Serpina1c	227.9	262.2	180.5	300.7
Serpina1a /// Serpina1b /// Serpina1c /// Serpina1d	27.2	30.3	22.1	28.7
Gm13654 /// Gm16409 /// Rps6	21802.5	24325.4	15449.2	15486.9
Actb	753.5	757.1	748.1	219.0
Srp9	738.0	694.6	553.7	661.8
Cox7b	2141.0	2432.1	1825.4	2044.3
Ube3a	41.1	187.7	119.6	206.6
Gnl2	280.8	141.5	233.1	156.8
Btg2	3819.2	3504.7	4516.1	5109.5
Rsu1	1735.8	1645.1	1826.0	1601.4
Pgrmc1	1108.9	793.7	1485.6	1137.7
Ephx1	21.7	22.8	433.6	76.4
Slc16a1	24.2	55.3	67.5	38.3
Hmgn2 /// Hmgn4	319.0	345.3	328.3	390.0
Lamp2	602.8	493.8	356.2	428.9
Xpnpep1	811.8	812.2	679.9	850.1
Crip2	54.6	112.9	96.8	63.6
	99.7	156.8	63.9	171.7
C78859	22.9	3.4	3.8	4.6
D12Ertd216e	43.7	41.5	26.2	97.8
	45.3	133.7	65.3	117.1
C030018P15Rik	27.6	33.0	24.7	30.1
C79015	208.0	233.6	133.5	259.7
DXErtd223e	64.1	96.3	75.4	111.4
	437.4	506.1	365.4	404.0
	123.6	198.5	114.4	116.4
	3.3	31.3	4.5	44.6
D3Ertd246e	30.2	51.8	31.2	31.3
D1Ertd259e	156.0	105.1	58.2	87.1
C80068	99.8	136.5	71.6	137.2
C80360	11.5	14.0	6.0	13.2
Slc5a11	84.9	62.0	90.7	102.6
Oxsm	140.4	96.4	76.5	140.2
D11Ertd326e	192.3	93.6	35.1	58.3
C81600	25.1	26.3	19.3	19.4
Gm2717	109.1	174.8	81.8	154.7
	94.6	67.7	52.4	66.6
	28.2	25.8	19.7	42.4
	29.3	132.2	100.3	42.1
Trp53-ps	147.5	219.3	165.1	290.8
Trp53-ps	462.0	481.6	320.9	507.0
